weapon_class,weapon_damage,weapon_cooldownAfterLastBullet,weapon_reloadTime,weapon_ammo,weapon_projectile_speed,weapon_projectile_range,weapon_projectile_spawn_delay_after_shot,CollectionID,StarLevel,IsNFT,level,name
Spread,1760.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,4,True,11,Helios Cannon
Spread,2020.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,5,True,11,Helios Cannon
Spread,2564.5,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,6,True,11,Helios Cannon
Precision,1200.0,0.75,2.4,2,12.0,10.0,0.1,Mythical,1,True,11,Wrath Of Artemis
Precision,1300.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,2,True,11,Wrath Of Artemis
Precision,1400.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,3,True,11,Wrath Of Artemis
Precision,1500.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,4,True,11,Wrath Of Artemis
Precision,1650.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,5,True,11,Wrath Of Artemis
Precision,2070.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,6,True,11,Wrath Of Artemis
Spread,2420.0,0.65,2.1,3,14.0,9.0,0.1,Default,1,False,12,Boomstick
Spread,2630.0,0.65,2.1,3,14.0,9.0,0.1,Default,2,False,12,Boomstick
Spread,2740.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,3,False,12,Boomstick
Spread,2850.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,4,False,12,Boomstick
Spread,3015.0,0.65,1.89,3,15.400000000000002,9.0,0.1,Default,5,False,12,Boomstick
Spread,3180.0,0.65,1.89,3,15.400000000000002,9.75,0.1,Default,6,False,12,Boomstick
Spread,2552.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,1,True,12,Boomstick-X
Spread,2784.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,2,True,12,Boomstick-X
Spread,2883.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,3,True,12,Boomstick-X
Spread,3037.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,4,True,12,Boomstick-X
Spread,3235.0,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,5,True,12,Boomstick-X
Spread,3826.32,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,6,True,12,Boomstick-X
Automatic,1920.0,0.2,2.75,3,14.0,10.0,0.0,Default,1,False,12,Blaster
Automatic,2110.0,0.2,2.75,3,14.0,10.0,0.0,Default,2,False,12,Blaster
Automatic,2220.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,3,False,12,Blaster
Automatic,2330.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,4,False,12,Blaster
Automatic,2495.0,0.2,2.4749999999999996,3,15.400000000000002,10.0,0.0,Default,5,False,12,Blaster
Automatic,2660.0,0.2,2.4749999999999996,3,15.400000000000002,11.0,0.0,Default,6,False,12,Blaster
Automatic,2030.0,0.2,2.75,3,14.0,10.0,0.0,Arsenal-X,1,True,12,Blaster-X
Automatic,2140.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,2,True,12,Blaster-X
Automatic,2250.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,3,True,12,Blaster-X
Automatic,2360.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,4,True,12,Blaster-X
Automatic,2880.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,5,True,12,Blaster-X
Automatic,3338.4,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,6,True,12,Blaster-X
Explosive,1365.0,1.0,3.0,3,3.35,8.0,0.13,Default,1,False,12,Mortar Gun
Explosive,1524.0,1.0,3.0,3,3.35,8.0,0.13,Default,2,False,12,Mortar Gun
Explosive,1634.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,3,False,12,Mortar Gun
Explosive,1744.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,4,False,12,Mortar Gun
Explosive,1854.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,5,False,12,Mortar Gun
Explosive,2062.2000000000003,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,6,False,12,Mortar Gun
Explosive,1420.0,1.0,3.0,3,3.35,8.0,0.13,Arsenal-X,1,True,12,Mortar Gun X
Explosive,1486.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,2,True,12,Mortar Gun X
Explosive,1574.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,3,True,12,Mortar Gun X
Explosive,1750.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,4,True,12,Mortar Gun X
Explosive,1937.0,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,5,True,12,Mortar Gun X
Explosive,2323.68,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,6,True,12,Mortar Gun X
Elemental,1220.0,0.5,2.7,2,10.0,9.0,0.2,Default,1,False,12,Tesla Gun
Elemental,1330.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,2,False,12,Tesla Gun
Elemental,1570.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,3,False,12,Tesla Gun
Elemental,1680.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,4,False,12,Tesla Gun
Elemental,1790.0,0.5,2.0655,2,10.0,9.0,0.2,Default,5,False,12,Tesla Gun
Elemental,1900.0,0.5,2.0655,2,10.0,9.5,0.2,Default,6,False,12,Tesla Gun
Elemental,1330.0,0.5,2.7,2,10.0,9.0,0.2,Arsenal-X,1,True,12,Tesla Gun X
Elemental,1440.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,2,True,12,Tesla Gun X
Elemental,1550.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,3,True,12,Tesla Gun X
Elemental,1660.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,4,True,12,Tesla Gun X
Elemental,2080.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,5,True,12,Tesla Gun X
Elemental,2461.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,6,True,12,Tesla Gun X
Precision,1320.0,0.75,2.0,2,13.2,10.0,0.1,Default,1,False,12,Railgun
Precision,1430.0,0.75,2.0,2,13.2,10.0,0.1,Default,2,False,12,Railgun
Precision,1540.0,0.75,2.0,2,14.52,10.0,0.1,Default,3,False,12,Railgun
Precision,1650.0,0.75,2.0,2,14.52,10.0,0.1,Default,4,False,12,Railgun
Precision,1815.0,0.75,1.7999999999999998,2,14.52,10.0,0.1,Default,5,False,12,Railgun
Precision,1980.0,0.75,1.7999999999999998,2,14.52,10.5,0.1,Default,6,False,12,Railgun
Precision,1375.0,0.75,2.0,2,13.2,10.0,0.1,Arsenal-X,1,True,12,Railgun-X
Precision,1452.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,2,True,12,Railgun-X
Precision,1584.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,3,True,12,Railgun-X
Precision,1738.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,4,True,12,Railgun-X
Precision,1914.0,0.75,2.0,2,15.179999999999998,10.5,0.1,Arsenal-X,5,True,12,Railgun-X
Precision,2178.0,0.75,2.0,2,15.179999999999998,11.0,0.1,Arsenal-X,6,True,12,Railgun-X
Elemental,174.0,0.05,0.1,65,10.0,9.0,0.2,Mythical,1,True,12,Dragonbreath
Elemental,196.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,2,True,12,Dragonbreath
Elemental,218.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,3,True,12,Dragonbreath
Elemental,240.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,4,True,12,Dragonbreath
Elemental,262.0,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,5,True,12,Dragonbreath
Elemental,339.25,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,6,True,12,Dragonbreath
Precision,1675.0,1.0,3.0,2,11.0,8.5,0.13,Mythical,1,True,12,Skybreaker
Precision,1807.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,2,True,12,Skybreaker
Precision,1961.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,3,True,12,Skybreaker
Precision,2159.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,4,True,12,Skybreaker
Precision,2335.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,5,True,12,Skybreaker
Precision,3127.9999999999995,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,6,True,12,Skybreaker
Explosive,1652.0,0.5,2.7,2,11.5,9.0,0.0,Mythical,1,True,12,Hellfire Launcher
Explosive,1795.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,2,True,12,Hellfire Launcher
Explosive,1872.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,3,True,12,Hellfire Launcher
Explosive,2092.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,4,True,12,Hellfire Launcher
Explosive,2312.0,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,5,True,12,Hellfire Launcher
Explosive,3050.95,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,6,True,12,Hellfire Launcher
Automatic,338.0,0.05,0.15,80,22.0,10.0,0.2,Mythical,1,True,12,Titan Shredder
Automatic,382.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,2,True,12,Titan Shredder
Automatic,426.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,3,True,12,Titan Shredder
Automatic,470.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,4,True,12,Titan Shredder
Automatic,514.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,5,True,12,Titan Shredder
Automatic,730.25,0.05,0.06,80,22.0,10.0,0.2,Mythical,6,True,12,Titan Shredder
Spread,1470.0,1.0,3.0,3,3.35,8.0,0.13,Mythical,1,True,12,Helios Cannon
Spread,1580.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,2,True,12,Helios Cannon
Spread,1690.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,3,True,12,Helios Cannon
Spread,1811.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,4,True,12,Helios Cannon
Spread,2097.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,5,True,12,Helios Cannon
Spread,2677.2,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,6,True,12,Helios Cannon
Precision,1220.0,0.75,2.4,2,12.0,10.0,0.1,Mythical,1,True,12,Wrath Of Artemis
Precision,1330.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,2,True,12,Wrath Of Artemis
Precision,1440.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,3,True,12,Wrath Of Artemis
Precision,1550.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,4,True,12,Wrath Of Artemis
Precision,1715.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,5,True,12,Wrath Of Artemis
Precision,2162.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,6,True,12,Wrath Of Artemis
Spread,2440.0,0.65,2.1,3,14.0,9.0,0.1,Default,1,False,13,Boomstick
Spread,2660.0,0.65,2.1,3,14.0,9.0,0.1,Default,2,False,13,Boomstick
Spread,2780.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,3,False,13,Boomstick
Spread,2900.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,4,False,13,Boomstick
Spread,3080.0,0.65,1.89,3,15.400000000000002,9.0,0.1,Default,5,False,13,Boomstick
Spread,3260.0,0.65,1.89,3,15.400000000000002,9.75,0.1,Default,6,False,13,Boomstick
Spread,2584.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,1,True,13,Boomstick-X
Spread,2828.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,2,True,13,Boomstick-X
Spread,2936.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,3,True,13,Boomstick-X
Spread,3104.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,4,True,13,Boomstick-X
Spread,3320.0,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,5,True,13,Boomstick-X
Spread,3950.44,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,6,True,13,Boomstick-X
Automatic,1940.0,0.2,2.75,3,14.0,10.0,0.0,Default,1,False,13,Blaster
Automatic,2140.0,0.2,2.75,3,14.0,10.0,0.0,Default,2,False,13,Blaster
Automatic,2260.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,3,False,13,Blaster
Automatic,2380.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,4,False,13,Blaster
Automatic,2560.0,0.2,2.4749999999999996,3,15.400000000000002,10.0,0.0,Default,5,False,13,Blaster
Automatic,2740.0,0.2,2.4749999999999996,3,15.400000000000002,11.0,0.0,Default,6,False,13,Blaster
Automatic,2060.0,0.2,2.75,3,14.0,10.0,0.0,Arsenal-X,1,True,13,Blaster-X
Automatic,2180.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,2,True,13,Blaster-X
Automatic,2300.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,3,True,13,Blaster-X
Automatic,2420.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,4,True,13,Blaster-X
Automatic,2960.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,5,True,13,Blaster-X
Automatic,3452.8,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,6,True,13,Blaster-X
Explosive,1380.0,1.0,3.0,3,3.35,8.0,0.13,Default,1,False,13,Mortar Gun
Explosive,1548.0,1.0,3.0,3,3.35,8.0,0.13,Default,2,False,13,Mortar Gun
Explosive,1668.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,3,False,13,Mortar Gun
Explosive,1788.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,4,False,13,Mortar Gun
Explosive,1908.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,5,False,13,Mortar Gun
Explosive,2129.4,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,6,False,13,Mortar Gun
Explosive,1440.0,1.0,3.0,3,3.35,8.0,0.13,Arsenal-X,1,True,13,Mortar Gun X
Explosive,1512.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,2,True,13,Mortar Gun X
Explosive,1608.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,3,True,13,Mortar Gun X
Explosive,1800.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,4,True,13,Mortar Gun X
Explosive,2004.0,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,5,True,13,Mortar Gun X
Explosive,2422.56,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,6,True,13,Mortar Gun X
Elemental,1240.0,0.5,2.7,2,10.0,9.0,0.2,Default,1,False,13,Tesla Gun
Elemental,1360.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,2,False,13,Tesla Gun
Elemental,1610.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,3,False,13,Tesla Gun
Elemental,1730.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,4,False,13,Tesla Gun
Elemental,1850.0,0.5,2.0655,2,10.0,9.0,0.2,Default,5,False,13,Tesla Gun
Elemental,1970.0,0.5,2.0655,2,10.0,9.5,0.2,Default,6,False,13,Tesla Gun
Elemental,1360.0,0.5,2.7,2,10.0,9.0,0.2,Arsenal-X,1,True,13,Tesla Gun X
Elemental,1480.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,2,True,13,Tesla Gun X
Elemental,1600.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,3,True,13,Tesla Gun X
Elemental,1720.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,4,True,13,Tesla Gun X
Elemental,2160.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,5,True,13,Tesla Gun X
Elemental,2568.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,6,True,13,Tesla Gun X
Precision,1340.0,0.75,2.0,2,13.2,10.0,0.1,Default,1,False,13,Railgun
Precision,1460.0,0.75,2.0,2,13.2,10.0,0.1,Default,2,False,13,Railgun
Precision,1580.0,0.75,2.0,2,14.52,10.0,0.1,Default,3,False,13,Railgun
Precision,1700.0,0.75,2.0,2,14.52,10.0,0.1,Default,4,False,13,Railgun
Precision,1880.0,0.75,1.7999999999999998,2,14.52,10.0,0.1,Default,5,False,13,Railgun
Precision,2060.0,0.75,1.7999999999999998,2,14.52,10.5,0.1,Default,6,False,13,Railgun
Precision,1400.0,0.75,2.0,2,13.2,10.0,0.1,Arsenal-X,1,True,13,Railgun-X
Precision,1484.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,2,True,13,Railgun-X
Precision,1628.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,3,True,13,Railgun-X
Precision,1796.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,4,True,13,Railgun-X
Precision,1988.0,0.75,2.0,2,15.179999999999998,10.5,0.1,Arsenal-X,5,True,13,Railgun-X
Precision,2276.0,0.75,2.0,2,15.179999999999998,11.0,0.1,Arsenal-X,6,True,13,Railgun-X
Elemental,178.0,0.05,0.1,65,10.0,9.0,0.2,Mythical,1,True,13,Dragonbreath
Elemental,202.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,2,True,13,Dragonbreath
Elemental,226.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,3,True,13,Dragonbreath
Elemental,250.0,0.05,0.1,65,10.0,9.5,0.2,Mythical,4,True,13,Dragonbreath
Elemental,274.0,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,5,True,13,Dragonbreath
Elemental,356.5,0.05,0.08000000000000002,65,10.0,9.5,0.2,Mythical,6,True,13,Dragonbreath
Precision,1700.0,1.0,3.0,2,11.0,8.5,0.13,Mythical,1,True,13,Skybreaker
Precision,1844.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,2,True,13,Skybreaker
Precision,2012.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,3,True,13,Skybreaker
Precision,2228.0,1.0,3.0,2,12.100000000000001,8.5,0.13,Mythical,4,True,13,Skybreaker
Precision,2420.0,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,5,True,13,Skybreaker
Precision,3265.9999999999995,1.0,3.0,2,12.100000000000001,9.7,0.13,Mythical,6,True,13,Skybreaker
Explosive,1684.0,0.5,2.7,2,11.5,9.0,0.0,Mythical,1,True,13,Hellfire Launcher
Explosive,1840.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,2,True,13,Hellfire Launcher
Explosive,1924.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,3,True,13,Hellfire Launcher
Explosive,2164.0,0.5,2.7,2,11.5,9.3,0.0,Mythical,4,True,13,Hellfire Launcher
Explosive,2404.0,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,5,True,13,Hellfire Launcher
Explosive,3192.3999999999996,0.5,2.7,2,13.799999999999999,9.3,0.0,Mythical,6,True,13,Hellfire Launcher
Automatic,346.0,0.05,0.15,80,22.0,10.0,0.2,Mythical,1,True,13,Titan Shredder
Automatic,394.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,2,True,13,Titan Shredder
Automatic,442.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,3,True,13,Titan Shredder
Automatic,490.0,0.05,0.075,80,22.0,10.0,0.2,Mythical,4,True,13,Titan Shredder
Automatic,538.0,0.05,0.06,80,22.0,10.0,0.2,Mythical,5,True,13,Titan Shredder
Automatic,770.4999999999999,0.05,0.06,80,22.0,10.0,0.2,Mythical,6,True,13,Titan Shredder
Spread,1490.0,1.0,3.0,3,3.35,8.0,0.13,Mythical,1,True,13,Helios Cannon
Spread,1610.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,2,True,13,Helios Cannon
Spread,1730.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,3,True,13,Helios Cannon
Spread,1862.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,4,True,13,Helios Cannon
Spread,2174.0,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,5,True,13,Helios Cannon
Spread,2789.8999999999996,1.0,2.6999999999999997,3,3.35,8.0,0.13,Mythical,6,True,13,Helios Cannon
Precision,1240.0,0.75,2.4,2,12.0,10.0,0.1,Mythical,1,True,13,Wrath Of Artemis
Precision,1360.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,2,True,13,Wrath Of Artemis
Precision,1480.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,3,True,13,Wrath Of Artemis
Precision,1600.0,0.75,2.4,2,13.200000000000001,10.0,0.1,Mythical,4,True,13,Wrath Of Artemis
Precision,1780.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,5,True,13,Wrath Of Artemis
Precision,2254.0,0.75,2.064,2,13.200000000000001,10.0,0.1,Mythical,6,True,13,Wrath Of Artemis
Spread,2460.0,0.65,2.1,3,14.0,9.0,0.1,Default,1,False,14,Boomstick
Spread,2690.0,0.65,2.1,3,14.0,9.0,0.1,Default,2,False,14,Boomstick
Spread,2820.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,3,False,14,Boomstick
Spread,2950.0,0.65,2.1,3,15.400000000000002,9.0,0.1,Default,4,False,14,Boomstick
Spread,3145.0,0.65,1.89,3,15.400000000000002,9.0,0.1,Default,5,False,14,Boomstick
Spread,3340.0,0.65,1.89,3,15.400000000000002,9.75,0.1,Default,6,False,14,Boomstick
Spread,2616.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,1,True,14,Boomstick-X
Spread,2872.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,2,True,14,Boomstick-X
Spread,2989.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,3,True,14,Boomstick-X
Spread,3171.0,0.65,2.1,3,14.0,9.0,0.1,Arsenal-X,4,True,14,Boomstick-X
Spread,3405.0,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,5,True,14,Boomstick-X
Spread,4074.5600000000004,0.65,1.7429999999999999,3,14.0,9.0,0.1,Arsenal-X,6,True,14,Boomstick-X
Automatic,1960.0,0.2,2.75,3,14.0,10.0,0.0,Default,1,False,14,Blaster
Automatic,2170.0,0.2,2.75,3,14.0,10.0,0.0,Default,2,False,14,Blaster
Automatic,2300.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,3,False,14,Blaster
Automatic,2430.0,0.2,2.75,3,15.400000000000002,10.0,0.0,Default,4,False,14,Blaster
Automatic,2625.0,0.2,2.4749999999999996,3,15.400000000000002,10.0,0.0,Default,5,False,14,Blaster
Automatic,2820.0,0.2,2.4749999999999996,3,15.400000000000002,11.0,0.0,Default,6,False,14,Blaster
Automatic,2090.0,0.2,2.75,3,14.0,10.0,0.0,Arsenal-X,1,True,14,Blaster-X
Automatic,2220.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,2,True,14,Blaster-X
Automatic,2350.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,3,True,14,Blaster-X
Automatic,2480.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,4,True,14,Blaster-X
Automatic,3040.0,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,5,True,14,Blaster-X
Automatic,3567.2000000000003,0.2,2.75,3,14.0,10.5,0.0,Arsenal-X,6,True,14,Blaster-X
Explosive,1395.0,1.0,3.0,3,3.35,8.0,0.13,Default,1,False,14,Mortar Gun
Explosive,1572.0,1.0,3.0,3,3.35,8.0,0.13,Default,2,False,14,Mortar Gun
Explosive,1702.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,3,False,14,Mortar Gun
Explosive,1832.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Default,4,False,14,Mortar Gun
Explosive,1962.0,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,5,False,14,Mortar Gun
Explosive,2196.6,1.0,3.0,3,3.6850000000000005,8.5,0.13,Default,6,False,14,Mortar Gun
Explosive,1460.0,1.0,3.0,3,3.35,8.0,0.13,Arsenal-X,1,True,14,Mortar Gun X
Explosive,1538.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,2,True,14,Mortar Gun X
Explosive,1642.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,3,True,14,Mortar Gun X
Explosive,1850.0,1.0,3.0,3,3.6850000000000005,8.0,0.13,Arsenal-X,4,True,14,Mortar Gun X
Explosive,2071.0,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,5,True,14,Mortar Gun X
Explosive,2521.44,1.0,3.0,3,3.6850000000000005,9.0,0.13,Arsenal-X,6,True,14,Mortar Gun X
Elemental,1260.0,0.5,2.7,2,10.0,9.0,0.2,Default,1,False,14,Tesla Gun
Elemental,1390.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,2,False,14,Tesla Gun
Elemental,1650.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,3,False,14,Tesla Gun
Elemental,1780.0,0.5,2.4299999999999997,2,10.0,9.0,0.2,Default,4,False,14,Tesla Gun
Elemental,1910.0,0.5,2.0655,2,10.0,9.0,0.2,Default,5,False,14,Tesla Gun
Elemental,2040.0,0.5,2.0655,2,10.0,9.5,0.2,Default,6,False,14,Tesla Gun
Elemental,1390.0,0.5,2.7,2,10.0,9.0,0.2,Arsenal-X,1,True,14,Tesla Gun X
Elemental,1520.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,2,True,14,Tesla Gun X
Elemental,1650.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,3,True,14,Tesla Gun X
Elemental,1780.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,4,True,14,Tesla Gun X
Elemental,2240.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,5,True,14,Tesla Gun X
Elemental,2675.0,0.5,2.7,2,10.0,9.5,0.2,Arsenal-X,6,True,14,Tesla Gun X
Precision,1360.0,0.75,2.0,2,13.2,10.0,0.1,Default,1,False,14,Railgun
Precision,1490.0,0.75,2.0,2,13.2,10.0,0.1,Default,2,False,14,Railgun
Precision,1620.0,0.75,2.0,2,14.52,10.0,0.1,Default,3,False,14,Railgun
Precision,1750.0,0.75,2.0,2,14.52,10.0,0.1,Default,4,False,14,Railgun
Precision,1945.0,0.75,1.7999999999999998,2,14.52,10.0,0.1,Default,5,False,14,Railgun
Precision,2140.0,0.75,1.7999999999999998,2,14.52,10.5,0.1,Default,6,False,14,Railgun
Precision,1425.0,0.75,2.0,2,13.2,10.0,0.1,Arsenal-X,1,True,14,Railgun-X
Precision,1516.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,2,True,14,Railgun-X
Precision,1672.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,3,True,14,Railgun-X
Precision,1854.0,0.75,2.0,2,13.2,10.5,0.1,Arsenal-X,4,True,14,Railgun-X
Precision,2062.0,0.75,2.0,2,15.179999999999998,10.5,0.1,Arsenal-X,5,True,14,Railgun-X
Precision,2374.0,0.75,2.0,2,15.179999999999998,11.0,0.1,Arsenal-X,6,True,14,Railgun-X
Elemental,182.0,0.05,0.1,65,10.0,9.0,0.2,Mythical,1,True,14,Dragonbreath
