identifier,collection,name,url,thumbnailUrl,owner,rank,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2,priceCurrency,priceAmount,level,character_tokens,health,shield,talent_points_available,talent_points_total,earn_rate,Overachiever,Hodler,Grounded,Stonewall,Adrenaline Rush,Overshield,Black Widow,Galvanized,Nano Meds,Resilience,Cold Blooded,Perseverance,Escape Artist,Scavenger,Cool Moves,Brawler,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Precision Weapons Proficiency,Explosive Weapons Proficiency,Elemental Weapons Proficiency
CEA-2d29f9-0123,CEA-2d29f9,Genesis Cantina Elrond Ape #183,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/183.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-64502293,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,177,Genesis Cantina Elrond Ape,Epic,Augmented,Grey Open,Augmented,Zorro Mask,Party Blower,Punk,None,Mercenary Armor Red,Titan Pants Green,Mortars Green,Outworld,Adrenaline Rush,Brawler,EGLD,8.0,1,0,2900,1600,0,0,1.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
CEA-2d29f9-0124,CEA-2d29f9,Genesis Cantina Elrond Ape #122,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/122.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-79144ff8,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,215,Genesis Cantina Elrond Ape,Epic,Default,Platinum Open,Platinum,Funny Nose,Wheat,None,Sponge,Cyborg Body Orange,Titan Pants Blue,Mortars Green,Outworld,Cool Moves,Black Widow,,,13,835,4951,2725,35,35,2.57,2,0,0,0,0,3,12,4,3,1,5,0,2,1,12,0,0,0,0,0,0
CEA-2d29f9-0125,CEA-2d29f9,Genesis Cantina Elrond Ape #1917,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1917.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-32adec34,erd1vntlg43zvyhg05plaww7l8gljdd6tqs3ak6ujeqa2tfvwuszskcqvjd28t,1542,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,Steampunk,None,None,None,Default,Company Pants Black,Ammo Belt,Desert,Perseverance,Adrenaline Rush,,,7,1791,3240,1681,5,5,1.6,0,0,0,0,10,0,0,2,0,0,0,10,0,3,0,0,0,0,0,0,0
CEA-2d29f9-0126,CEA-2d29f9,Genesis Cantina Elrond Ape #463,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/463.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2d648e50,erd1pz3tnurzhl89m83alfyk6lfzptlh54pl55cyhqyshgvmkwkl9mmqmq74j0,256,Genesis Cantina Elrond Ape,Gold,Default,Platinum Open,Platinum,Monolaser,Rose,Punk,Bowler,Pilot Armor Green,Tactical Pants Black,Dual Dagger Holster Green,Golden,Stonewall,Grounded,,,1,0,2800,1500,0,0,1.0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0127,CEA-2d29f9,Genesis Cantina Elrond Ape #401,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/401.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-6737b1c2,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,957,Genesis Cantina Elrond Ape,Gold,Default,Grey Closed,Augmented,None,None,None,Red Beanie,Tactical Vest Red,Pilot Pants Blue,Dual Grenades 1 Blue,Golden,Black Widow,Elemental Weapons Proficiency,,,1,19,2800,1500,0,0,1.0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
CEA-2d29f9-0128,CEA-2d29f9,Genesis Cantina Elrond Ape #1361,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1361.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-675e0ed7,erd15af9sfcnwa6dmgjxpn3repxp5wqpeqmkv4hwjtsap063tker3e8qj7yc0l,1808,Genesis Cantina Elrond Ape,Silver,Default,Camo Closed,Camo,None,None,None,None,Company Armor Black,Company Pants Blue,Pilot Bags Orange,Artic,Brawler,Overshield,,,1,0,2700,1400,0,0,1.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
CEA-2d29f9-0129,CEA-2d29f9,Genesis Cantina Elrond Ape #987,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/987.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8dfb004a,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1044,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,Love Glasses,Lollipop,None,None,Company Armor Mk.2 Blue,Rogue Pants Blue,Tech Belt Grey,Artic,Precision Weapons Proficiency,Elemental Weapons Proficiency,,,1,18,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
CEA-2d29f9-012a,CEA-2d29f9,Genesis Cantina Elrond Ape #2073,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2073.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1f399434,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1543,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,Cybermeta Tokyo,None,None,None,Tactical Vest Black,Tactical Pants Red,Titan Bags Brown,Desert,Overachiever,Precision Weapons Proficiency,,,8,3846,3407,1768,10,10,1.74,10,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,0,10,0,0
CEA-2d29f9-012b,CEA-2d29f9,Genesis Cantina Elrond Ape #1177,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1177.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4801be86,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1150,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,None,Candy Cane,Punk,None,T Shirt Green,Company Pants Blue,Tech Belt Grey,Artic,Elemental Weapons Proficiency,Brawler,,,6,1885,3206,1661,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
CEA-2d29f9-012c,CEA-2d29f9,Genesis Cantina Elrond Ape #178,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/178.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e35b28e9,erd1yx3esehyx84dlq7atgzhfg3t7nkp5gwwk2ckjapls4plgwz7ctgs4q73pe,117,Genesis Cantina Elrond Ape,Epic,Augmented,Platinum Open,Platinum,Monolaser,Octopus Tentacle,Punk,Gold Crown,Pilot Armor White,Titan Pants Orange,Dual Grenades 1 Blue,Outworld,Grounded,Black Widow,,,4,157,3158,1739,0,0,1.27,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-012d,CEA-2d29f9,Genesis Cantina Elrond Ape #632,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/632.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-cd688965,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,856,Genesis Cantina Elrond Ape,Gold,Default,Grey Closed,Augmented,Cyborg,None,Tribal,None,Mercenary Armor Blue,Company Pants Yellow,Pilot Bags Red,Golden,Scavenger,Precision Weapons Proficiency,,,1,18,2800,1500,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0
CEA-2d29f9-012e,CEA-2d29f9,Genesis Cantina Elrond Ape #1685,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1685.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-43e01cc0,erd1q0yvt7tjzsaystugnjjd46a2903ys8m0kky55mnkpycnklm992zq6fp3nm,1956,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,None,None,Company Armor Black,Company Pants Black,Titan Bags Red,Desert,Cold Blooded,Precision Weapons Proficiency,,,3,264,2731,1417,0,0,1.17,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0
CEA-2d29f9-012f,CEA-2d29f9,Genesis Cantina Elrond Ape #983,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/983.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-5bbfc308,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1307,Genesis Cantina Elrond Ape,Silver,Default,Gold Closed,Gold,Funny Nose,None,None,None,T Shirt Orange,Pilot Pants Blue,Company Bags Black,Artic,Adrenaline Rush,Explosive Weapons Proficiency,,,7,2022,3364,1743,5,5,1.6,0,0,0,0,10,0,0,1,3,1,0,0,0,0,0,0,0,0,0,10,0
CEA-2d29f9-0130,CEA-2d29f9,Genesis Cantina Elrond Ape #23,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/23.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f6ba80e7,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,49,Genesis Cantina Elrond Ape,Legendary,Augmented,Zombie Open,Zombie,MetaScreen EAC,Pipe,None,Tennis Headband,Rogue Armor Red,Rogue Pants Green,Tech Belt Grey,Neon,Adrenaline Rush,Elemental Weapons Proficiency,,,20,0,7336,4266,70,70,4.47,2,3,0,0,11,3,1,1,5,1,4,1,2,1,3,2,0,0,0,0,10
CEA-2d29f9-0131,CEA-2d29f9,Genesis Cantina Elrond Ape #1739,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1739.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-46d80ab2,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1537,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Wheat,None,None,Hoodie Orange,Tactical Pants Orange,Radio,Desert,Cool Moves,Adrenaline Rush,,,1,22,2600,1350,0,0,1.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
CEA-2d29f9-0132,CEA-2d29f9,Genesis Cantina Elrond Ape #1251,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1251.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-168fae66,erd1md3ghvy28xygck3snkp0533sedqtx2pamyyx8tw3qx4lsrr5uehqltx3lg,647,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Green Visor,Wheat,None,Bowler,Hoodie Orange,Mercenary Pants Green,Tech Belt Grey,Artic,Nano Meds,Stonewall,,,9,1700,3726,1930,15,15,1.88,0,0,0,10,0,0,0,0,10,0,0,0,1,2,0,1,0,0,0,0,0
CEA-2d29f9-0133,CEA-2d29f9,Genesis Cantina Elrond Ape #159,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/159.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-04b11113,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,170,Genesis Cantina Elrond Ape,Epic,Default,Zombie Open,Zombie,Monolaser,Cigar,Punk,Black Beanie,Mercenary Armor Red,Company Pants Red,Tech Belt Red,Outworld,Overachiever,Elemental Weapons Proficiency,,,4,112,3158,1739,0,0,1.27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
CEA-2d29f9-0134,CEA-2d29f9,Genesis Cantina Elrond Ape #936,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/936.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b9430f05,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,987,Genesis Cantina Elrond Ape,Silver,Default,Red Open,Red,None,Exotic Flower,None,Bowler,Company Armor Red,Mercenary Pants Blue,Titan Bags Red,Artic,Black Widow,Hodler,,,4,29,2940,1523,0,0,1.27,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0135,CEA-2d29f9,Genesis Cantina Elrond Ape #784,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/784.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-fe56b97e,erd1w4aeqsmfxgsru8f0qut22553zsj4xr0vzcz92g62hhsfhggkv3cs2tc5td,960,Genesis Cantina Elrond Ape,Silver,Default,Grey Closed,Augmented,None,None,Punk,Skull,Mercenary Armor Red,Company Pants Yellow,Company Bags Brown,Artic,Overachiever,Brawler,,,7,1589,3364,1743,5,5,1.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
CEA-2d29f9-0136,CEA-2d29f9,Genesis Cantina Elrond Ape #1423,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1423.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-4f0f0675,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1560,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Pipe,None,None,Hoodie Blue,Tactical Pants Black,Titan Bags Brown,Desert,Automatic Weapons Proficiency,Grounded,,,1,21,2600,1350,0,0,1.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CEA-2d29f9-0137,CEA-2d29f9,Genesis Cantina Elrond Ape #978,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/978.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-046e9efb,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,536,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,Monolaser,Rose,Punk,Bob,Leather Vest Brown,Tactical Pants Black,Company Bags Brown,Artic,Cold Blooded,Stonewall,,,7,1217,3364,1743,5,5,1.6,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0138,CEA-2d29f9,Genesis Cantina Elrond Ape #1647,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1647.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-ca8e7cc3,erd1hktl0s5kac5pxgyzhw9lkm2eyvn5ad6nq6g94zd6484arp22qlhs9usdk4,1545,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Octopus Tentacle,None,None,Hoodie Brown,Company Pants Black,Company Bags Black,Desert,Scatter Weapons Proficiency,Elemental Weapons Proficiency,,,1,0,2600,1350,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
CEA-2d29f9-0139,CEA-2d29f9,Genesis Cantina Elrond Ape #421,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/421.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-bef10c47,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,640,Genesis Cantina Elrond Ape,Gold,Default,Camo Closed,Camo,None,Mustache,None,Bowler,Rogue Armor Black,Rogue Pants Green,Tech Belt Orange,Golden,Escape Artist,Overachiever,,,1,18,2800,1500,0,0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
CEA-2d29f9-013a,CEA-2d29f9,Genesis Cantina Elrond Ape #725,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/725.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b688aa8f,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1815,Genesis Cantina Elrond Ape,Gold,Default,Gold Closed,Gold,None,None,None,None,Mercenary Armor Mk.2 Orange,Rogue Pants Green,None,Golden,Escape Artist,Explosive Weapons Proficiency,,,1,22,2800,1500,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0
CEA-2d29f9-013b,CEA-2d29f9,Genesis Cantina Elrond Ape #2054,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2054.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0681919e,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,1390,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Love Glasses,Party Blower,None,None,Bandolier,Tactical Pants Orange,Company Bags Black,Desert,Overshield,Resilience,,,2,17,2652,1376,0,0,1.08,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
CEA-2d29f9-013c,CEA-2d29f9,Genesis Cantina Elrond Ape #1173,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1173.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c4bd88d9,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,950,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,None,Cigar,Punk,Black Beanie,Pilot Armor White,Company Pants Red,Tactical Bags Green,Artic,Precision Weapons Proficiency,Overshield,,,4,642,2940,1523,0,0,1.27,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
CEA-2d29f9-013d,CEA-2d29f9,Genesis Cantina Elrond Ape #127,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/127.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b9d88adb,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,518,Genesis Cantina Elrond Ape,Epic,Default,Gold Closed,Gold,None,None,Punk,Welding Helmet,Mercenary Armor Orange,Rogue Pants Green,Dual Dagger Holster Green,Outworld,Automatic Weapons Proficiency,Precision Weapons Proficiency,,,5,5142,3291,1812,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0
CEA-2d29f9-013e,CEA-2d29f9,Genesis Cantina Elrond Ape #177,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/177.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-957f33d1,erd1yx3esehyx84dlq7atgzhfg3t7nkp5gwwk2ckjapls4plgwz7ctgs4q73pe,652,Genesis Cantina Elrond Ape,Epic,Default,Grey Open,Augmented,MetaScreen Matrix,Bone,None,None,Mercenary Armor Mk.2 Green,Pilot Pants Orange,Titan Bags Blue,Outworld,Escape Artist,Explosive Weapons Proficiency,,,1,151,2900,1600,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0
CEA-2d29f9-013f,CEA-2d29f9,Genesis Cantina Elrond Ape #255,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/255.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-525d82c9,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,615,Genesis Cantina Elrond Ape,Epic,Default,Platinum Closed,Platinum,Monolaser,None,None,Sugegasa,Company Armor Red,Mercenary Pants Red,Dagger Holster Green,Outworld,Perseverance,Galvanized,,,10,553,4218,2322,20,20,2.03,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
CEA-2d29f9-0140,CEA-2d29f9,Genesis Cantina Elrond Ape #1255,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1255.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-694411e9,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,863,Genesis Cantina Elrond Ape,Silver,Augmented,Camo Closed,Camo,None,None,None,Site Helmet,Tactical Vest Green,Rogue Pants Orange,Dual Grenades 2 Green,Artic,Explosive Weapons Proficiency,Resilience,,,1,20,2700,1400,0,0,1.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0
CEA-2d29f9-0141,CEA-2d29f9,Genesis Cantina Elrond Ape #937,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/937.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-a4cf50a2,erd1vntlg43zvyhg05plaww7l8gljdd6tqs3ak6ujeqa2tfvwuszskcqvjd28t,1697,Genesis Cantina Elrond Ape,Silver,Default,Platinum Closed,Platinum,None,None,None,None,Bandolier,Company Pants Orange,Pilot Bags Orange,Artic,Hodler,Scatter Weapons Proficiency,,,10,6939,3928,2035,20,20,2.03,0,11,0,0,5,0,1,0,0,0,3,0,0,3,6,0,0,11,0,0,0
CEA-2d29f9-0142,CEA-2d29f9,Genesis Cantina Elrond Ape #1028,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1028.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2f85dae8,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,917,Genesis Cantina Elrond Ape,Silver,Default,Gold Open,Gold,None,Pacifier,Punk,Viking,Mercenary Armor Orange,Pilot Pants White,Tactical Bags Brown,Artic,Scatter Weapons Proficiency,Nano Meds,,,7,6688,3364,1743,5,5,1.6,0,0,0,0,0,0,0,1,10,0,0,1,0,0,0,0,0,10,0,0,0
CEA-2d29f9-0143,CEA-2d29f9,Genesis Cantina Elrond Ape #67,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/67.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d4e760af,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,94,Genesis Cantina Elrond Ape,Legendary,Default,Gold Open,Gold,MetaScreen Matrix,Wheat,None,Sugegasa,Titan Armor Mk.2 Neon,Mercenary Pants Black,Quad Grenades 1 Black,Neon,Scatter Weapons Proficiency,Adrenaline Rush,EGLD,42.0,1,20,3000,1750,0,0,1.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
CEA-2d29f9-0144,CEA-2d29f9,Genesis Cantina Elrond Ape #98,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/98.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-11d07839,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,55,Genesis Cantina Elrond Ape,Legendary,Default,Zombie Closed,Zombie,MetaScreen EAC,None,None,Astronaut Helmet,Rogue Armor Orange,Mercenary Pants Black,Waistband Black,Neon,Precision Weapons Proficiency,Overshield,,,20,1223,7336,4266,70,70,4.47,1,3,0,0,4,20,4,3,9,4,10,4,4,4,5,5,0,0,10,0,0
CEA-2d29f9-0145,CEA-2d29f9,Genesis Cantina Elrond Ape #106,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/106.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-432cbb3c,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,58,Genesis Cantina Elrond Ape,Legendary,Default,Zombie Open,Zombie,None,Octopus Tentacle,Tribal,Paint,Pilot Armor Mk.2 Blue,Cyborg Legs Red,Tech Belt Red,Neon,Escape Artist,Perseverance,,,7,2654,3739,2174,5,5,1.6,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0
CEA-2d29f9-0146,CEA-2d29f9,Genesis Cantina Elrond Ape #760,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/760.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-44f4d621,erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,804,Genesis Cantina Elrond Ape,Silver,Default,Gold Open,Gold,Monolaser,Rose,Punk,None,T Shirt Green,Company Pants Yellow,Dagger Holster Black,Artic,Automatic Weapons Proficiency,Overachiever,,,1,0,2700,1400,0,0,1.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
CEA-2d29f9-0147,CEA-2d29f9,Genesis Cantina Elrond Ape #813,https://media.elrond.com/nfts/asset/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/813.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7a741eeb,erd1gznrhd5x5e6c3yk0r28gux6g6jxgduy46tc64yglpryz4rqsk4ss8nnllf,413,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,Love Glasses,Pipe,Punk,Sponge,Pilot Armor Orange,Rogue Pants Black,Pilot Bags Green,Artic,Grounded,Resilience,,,5,5509,3064,1587,0,0,1.37,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
